year,month,county,subcounty,rainfall,temp,ndvi,moisture
2015,1,Uasin Gishu,Ainabkoi,8.778231334923294,30.33481406480122,0.5394548969072166,38.385474963181174
2015,1,Kericho,Ainamoi,10.767131145012456,30.917257368799447,0.6696647375988498,40.326779295470885
2015,1,Nandi,Aldai,11.423292834264362,29.77293950021923,0.6849634042086805,44.28671635247699
2015,1,Siaya,Alego Usonga,8.757851152518656,33.143172114743194,0.5618563458972647,16.40015010006671
2015,1,Migori,Awendo,14.050718912269206,30.99700689061157,0.5792128983634798,18.40387596899225
2015,1,Nakuru,Bahati,8.362932103317315,32.38526116578353,0.5709274413323241,22.205563966691905
2015,1,Garissa,Balambala,2.8073806635487677,40.473865550411155,0.23507376865969512,1.3187834277959605
2015,1,Mandera,Banissa,0.0,38.60274231341632,0.28054465343086055,5.029631740603528
2015,1,Baringo,Baringo Central,9.567602696438533,32.05171252669937,0.5688493529337857,20.664166352556848
2015,1,Baringo,Baringo North,8.488037538496611,35.51229079434436,0.4616248967318674,7.664658049638934
2015,1,Baringo,Baringo South,8.977957815032381,35.21537152192245,0.42047346038468314,5.5586530354131565
2015,1,Kericho,Belgut,11.253033156914155,27.56761208577001,0.7610564745196325,42.14188248398775
2015,1,Kisii,Bobasi,15.302478735103353,29.23246724890833,0.6668387554585151,29.385953420669573
2015,1,Kisii,Bomachoge Borabu,15.481307117264423,28.766571274298087,0.6740458423326134,27.778617710583163
2015,1,Kisii,Bomachoge Chache,15.06966591970965,29.262562568008732,0.6451266050054408,25.893579978237216
2015,1,Bomet,Bomet Central,14.33861775900483,30.24089271730622,0.6991198903680502,39.83469068128426
2015,1,Bomet,Bomet East,15.677651594941242,30.628457688808027,0.6500251137397633,31.12945101607522
2015,1,Kisii,Bonchari,12.37813590131017,30.4463969795038,0.612313430420712,24.016073354908308
2015,1,Siaya,Bondo,10.755767625502541,28.618128983507496,0.23415467912501814,8.142243248570866
2015,1,Nyamira,Borabu,13.643211813443722,30.580689760882922,0.6692413856529739,33.700459840588586
2015,1,Busia,Budalangi,9.136466425789038,27.88581762028612,0.32308216623036656,8.940604681404423
2015,1,Bungoma,Bumula,2.268612969693985,33.828609379235594,0.5358939821089727,36.01111412306857
2015,1,Tana River,Bura,3.0588012341462267,39.34300786617685,0.29234255938192344,2.306213718836755
2015,1,Kericho,Buret,11.594095023013724,30.43789788053953,0.7151108670520232,35.822042389210026
2015,1,Kakamega,Butere,5.531257972968874,32.73881698268758,0.5570453833470734,31.154740313272885
2015,1,Busia,Butula,6.672189668584554,33.56683826986368,0.5516834038551951,28.72322519981194
2015,1,Meru,Buuri,20.855967795880698,30.52070599532401,0.5216139863059452,54.6179525718103
2015,1,Meru,Cental Imenti,23.182966081139256,29.008453147158324,0.6092720191993019,81.40383986036872
2015,1,Mombasa,Changamwe,13.531382822654617,32.814647887323964,0.3026179577464789,14.728169014084509
2015,1,Bomet,Chepalungu,16.135323965694845,31.792377096036603,0.6380971322408536,24.26495807926829
2015,1,Trans Nzoia,Cherangany,9.35334677310314,33.552811939886986,0.5332913208327589,36.17842272163244
2015,1,Nandi,Chesumei,9.394579804300923,29.926041347626377,0.6485452636184645,36.24204769197112
2015,1,Garissa,Dadaab,0.4955653381253059,40.90541653295218,0.2529406059456778,1.1525789888263265
2015,1,Nairobi,Dagoretti,10.165777944538693,32.432534246575386,0.4985808219178083,20.426027397260277
2015,1,Garissa,Dujis,0.0,40.1943884824611,0.23073564059275928,0.7082348527480771
2015,1,Baringo,Eldama Ravine,8.846476348353473,27.70853223669686,0.6523951479355266,33.10992492824023
2015,1,Wajir,Eldas,1.1595315910856534,46.56786815566298,0.19601588206989207,1.5178799847625162
2015,1,Nairobi,Embakasi Central,8.900625705718994,36.46500000000003,0.2513,11.4
2015,1,Nairobi,Embakasi East,7.82521171208486,38.742834912043314,0.26937922868741543,10.638565629228687
2015,1,Nairobi,Embakasi North,8.246077404465787,35.99523255813956,0.28268488372093026,13.77674418604651
2015,1,Nairobi,Embakasi South,7.745555587112903,37.12529017857145,0.24277232142857144,12.711160714285716
2015,1,Nairobi,Embakasi West,8.900625705718994,36.43134146341467,0.2658317073170732,13.507317073170734
2015,1,Nandi,Emgwen,9.61700719836861,29.004049360146286,0.6959048628884825,42.03360146252285
2015,1,Vihiga,Emuhaya,8.803118451706416,32.398616504854395,0.5770171116504854,31.934951456310678
2015,1,Narok,Emurua Dikirr,15.70831342045787,31.887837015690074,0.6124342299071408,29.592058917707337
2015,1,Trans Nzoia,Endebess,7.103895667687393,29.315610374734124,0.5497584028800522,45.523171330387825
2015,1,Garissa,Fafi,2.9296895343731233,37.8441477954779,0.34730844868679756,1.2753127156534725
2015,1,Busia,Funyula,8.169129757056558,32.26081726054268,0.5280943445570447,20.90627656096764
2015,1,Embu,Gachoka,11.37432809713372,37.60847604408791,0.43430283693280153,32.13938666866612
2015,1,Tana River,Galole,4.315374033579032,38.116611454268,0.3267439256117924,2.5996291857451603
2015,1,Kilifi,Ganze,9.601919377749063,34.14282233454692,0.4972382864603548,12.469656656903911
2015,1,Tana River,Garsen,4.473364882506004,36.79585092970024,0.3607561391975443,5.51617713236278
2015,1,Murang'a,Gatanga,14.531856613448399,29.126188302645872,0.6938611016555781,47.31090824694415
2015,1,Kiambu,Gatundu North,15.349427670589524,28.24202875399365,0.7303728434504793,47.67800851970181
2015,1,Kiambu,Gatundu South,13.635379209736584,27.317707608155175,0.7463550721034311,47.11044256588762
2015,1,Siaya,Gem,8.693646736267251,32.699809204777196,0.5630821438974658,25.599096999708713
2015,1,Kirinyaga,Gichugu,23.070233928294247,26.356865425052593,0.7313798738359865,80.12493241213576
2015,1,Nakuru,Gilgil,11.310023960406447,36.500967832056226,0.454892309227331,8.089854725415071
2015,1,Kiambu,Githunguri,10.452819265662761,29.92180072463771,0.6798977898550725,35.25985507246378
2015,1,Vihiga,Hamisi,10.32714913534171,31.27739795918371,0.6186025510204084,39.492481203007536
2015,1,Homa Bay,Homa Bay,15.17320304878999,34.23657075152338,0.5049419057377049,18.85125253893026
2015,1,Meru,Igembe Central,13.064154871037456,37.15808398950134,0.44865660343593416,22.351336196611793
2015,1,Meru,Igembe North,10.171482350715348,39.49487056655923,0.36412354675264863,22.57730999539383
2015,1,Meru,Igembe South,12.836751105672656,33.73262240713945,0.49579426555716366,15.78450313555234
2015,1,Garissa,Ijara,0.9662861261085304,34.79103445431578,0.5307293533629472,4.807710878277248
2015,1,Kakamega,Ikolomani,7.1741856785087315,32.22216083916086,0.5792892307692307,35.864825174825164
2015,1,Isiolo,Isiolo North,4.858961212005215,43.30539075673191,0.19889471188237684,2.078936947524398
2015,1,Isiolo,Isiolo South,3.852586948565866,40.2872950483768,0.2703949469254756,1.8282314489045217
2015,1,Mombasa,Jomvu,13.654691696166996,32.95943089430897,0.31871463414634155,14.795121951219514
2015,1,Kiambu,Juja,9.517424115831771,36.69657371546607,0.4479334624322231,24.61951975213013
2015,1,Kiambu,Kabete,10.941895510081194,30.349616306954466,0.6250112709832134,23.006714628297363
2015,1,Homa Bay,Kabondo Kasipul,12.287470105533727,34.62566302652109,0.5405804472178888,23.350338013520535
2015,1,Bungoma,Kabuchai,6.532370219539052,34.55195522388062,0.5067327114427861,37.662786069651744
2015,1,West Pokot,Kacheliba,0.19806028464184902,35.32363956272525,0.39351547768851036,8.354494884755852
2015,1,Makueni,Kaiti,6.975197367942559,30.580102440494155,0.6001347393793312,35.25607110575474
2015,1,Kajiado,Kajiado Central,9.061342330416569,35.90441679453823,0.4039389051971446,15.499408455089286
2015,1,Kajiado,Kajiado East,5.6481790629173,39.37932776100703,0.34142166372387067,18.787685823318345
2015,1,Kajiado,Kajiado North,9.274988171320041,32.75985136741976,0.5188686087990487,16.419024970273487
2015,1,Kajiado,Kajiado South,8.118539179700415,40.77918144348925,0.3363679836365595,31.273218707226643
2015,1,Kajiado,Kajiado West,7.569561585830633,40.786356450665664,0.33375845487470657,5.1525817345340625
2015,1,Kilifi,Kaloleni,11.874061267867942,35.13275046609757,0.4599867898145423,14.844083014424493
2015,1,Nairobi,Kamukunji,8.900625705718994,36.35000000000002,0.30095,18.6
2015,1,Murang'a,Kandara,12.893933564111752,30.26720389805101,0.6652763118440782,38.819790104947536
2015,1,Bungoma,Kanduyi,2.310662310442528,34.45719699960524,0.5112030003947888,36.54188709040662
2015,1,Murang'a,Kangema,19.516785108126136,25.837918060200707,0.7642943979933111,60.6320652173913
2015,1,Machakos,Kangundo,7.747526277028597,30.444256410256433,0.615013717948718,35.78865384615384
2015,1,West Pokot,Kapenguria,1.7346936675549158,34.675140479192976,0.42972212841253793,16.19883984867592
2015,1,Uasin Gishu,Kapseret,7.9022018867701025,33.26745176610274,0.4865160136539033,29.507420599584446
2015,1,Homa Bay,Karachuonyo,13.861642624405063,34.72222785027476,0.34964125887545583,14.638581730769234
2015,1,Nairobi,Kasarani,7.955356510154668,38.92360308932173,0.32455513767629285,15.10443250503694
2015,1,Homa Bay,Kasipul,11.71569284052021,35.168413202934005,0.5171018826405869,19.87960880195599
2015,1,Machakos,Kathiani,7.44608306364201,31.1063187772926,0.5873180567685591,32.58362445414847
2015,1,Elgeyo-Marakwet,Keiyo North,8.893772690776697,32.89616046348318,0.5216292398174159,22.124877106741586
2015,1,Elgeyo-Marakwet,Keiyo South,9.074816425641377,29.42698279790389,0.6111166210982004,31.241011619958986
2015,1,Uasin Gishu,Kesses,8.866733981668224,28.944857654140257,0.5869462013990564,35.3839271189198
2015,1,Kakamega,Khwisero,6.476899164593757,33.07003416856495,0.5449755884586182,31.485041761579353
2015,1,Kiambu,Kiambaa,10.41290858522192,30.092246621621655,0.6519323761261261,27.602139639639642
2015,1,Kiambu,Kiambu,9.332332810618848,32.58005364806869,0.5757818669527899,24.315665236051505
2015,1,Nairobi,Kibra,8.891576302678962,31.969868421052684,0.5231355263157894,20.66315789473684
2015,1,Makueni,Kibwezi East,2.044276102023884,34.47480209571615,0.5187544555981156,22.365940210452166
2015,1,Makueni,Kibwezi West,2.2107034979986495,37.642227132125505,0.43218927861246126,26.82265797613787
2015,1,Nyeri,Kieni,27.421657383320927,27.76778877385305,0.6371299812220869,32.26747360941941
2015,1,Murang'a,Kigumo,17.312123979254718,27.464691027088058,0.7393727990970657,56.720908577878106
2015,1,Murang'a,Kiharu,15.371341392894752,31.794233413544205,0.6300212100378135,36.93743554486077
2015,1,Kiambu,Kikuyu,11.852254714470197,34.74362321877622,0.4968116512992456,19.032564962279967
